Track_Name,Album_Title,Artist
Midnight Blue,Into The Light,David Coverdale
Too Many Tears,Into The Light,David Coverdale
Don't Lie To Me,Into The Light,David Coverdale
Wherever You May Go,Into The Light,David Coverdale
Grito De Alerta,Meus Momentos,Gonzaguinha
Não Dá Mais Pra Segurar (Explode Coração),Meus Momentos,Gonzaguinha
Começaria Tudo Outra Vez,Meus Momentos,Gonzaguinha
O Que É O Que É ?,Meus Momentos,Gonzaguinha
Sangrando,Meus Momentos,Gonzaguinha
"Diga Lá, Coração",Meus Momentos,Gonzaguinha
Lindo Lago Do Amor,Meus Momentos,Gonzaguinha
Eu Apenas Queria Que Voçê Soubesse,Meus Momentos,Gonzaguinha
Com A Perna No Mundo,Meus Momentos,Gonzaguinha
E Vamos À Luta,Meus Momentos,Gonzaguinha
Um Homem Também Chora (Guerreiro Menino),Meus Momentos,Gonzaguinha
Comportamento Geral,Meus Momentos,Gonzaguinha
Ponto De Interrogação,Meus Momentos,Gonzaguinha
"Espere Por Mim, Morena",Meus Momentos,Gonzaguinha
Meia-Lua Inteira,Minha Historia,Chico Buarque
Voce e Linda,Minha Historia,Chico Buarque
Um Indio,Minha Historia,Chico Buarque
Podres Poderes,Minha Historia,Chico Buarque
Voce Nao Entende Nada - Cotidiano,Minha Historia,Chico Buarque
O Estrangeiro,Minha Historia,Chico Buarque
Menino Do Rio,Minha Historia,Chico Buarque
Qualquer Coisa,Minha Historia,Chico Buarque
Sampa,Minha Historia,Chico Buarque
Queixa,Minha Historia,Chico Buarque
O Leaozinho,Minha Historia,Chico Buarque
Fora Da Ordem,Minha Historia,Chico Buarque
Terra,Minha Historia,Chico Buarque
"Alegria, Alegria",Minha Historia,Chico Buarque
Balada Do Louco,Minha História,Os Mutantes
Ando Meio Desligado,Minha História,Os Mutantes
Top Top,Minha História,Os Mutantes
Baby,Minha História,Os Mutantes
A E O Z,Minha História,Os Mutantes
Panis Et Circenses,Minha História,Os Mutantes
Chão De Estrelas,Minha História,Os Mutantes
Vida De Cachorro,Minha História,Os Mutantes
Bat Macumba,Minha História,Os Mutantes
Desculpe Babe,Minha História,Os Mutantes
Rita Lee,Minha História,Os Mutantes
"Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll",Minha História,Os Mutantes
Banho De Lua,Minha História,Os Mutantes
Meu Refrigerador Não Funciona,Minha História,Os Mutantes
Burn,MK III The Final Concerts [Disc 1],Deep Purple
Stormbringer,MK III The Final Concerts [Disc 1],Deep Purple
Gypsy,MK III The Final Concerts [Disc 1],Deep Purple
Lady Double Dealer,MK III The Final Concerts [Disc 1],Deep Purple
Mistreated,MK III The Final Concerts [Disc 1],Deep Purple
Smoke On The Water,MK III The Final Concerts [Disc 1],Deep Purple
You Fool No One,MK III The Final Concerts [Disc 1],Deep Purple
Custard Pie,Physical Graffiti [Disc 1],Led Zeppelin
The Rover,Physical Graffiti [Disc 1],Led Zeppelin
In My Time Of Dying,Physical Graffiti [Disc 1],Led Zeppelin
Houses Of The Holy,Physical Graffiti [Disc 1],Led Zeppelin
Trampled Under Foot,Physical Graffiti [Disc 1],Led Zeppelin
Kashmir,Physical Graffiti [Disc 1],Led Zeppelin
Imperatriz,Sambas De Enredo 2001,Various Artists
Beija-Flor,Sambas De Enredo 2001,Various Artists
Viradouro,Sambas De Enredo 2001,Various Artists
Mocidade,Sambas De Enredo 2001,Various Artists
Unidos Da Tijuca,Sambas De Enredo 2001,Various Artists
Salgueiro,Sambas De Enredo 2001,Various Artists
Mangueira,Sambas De Enredo 2001,Various Artists
União Da Ilha,Sambas De Enredo 2001,Various Artists
Grande Rio,Sambas De Enredo 2001,Various Artists
Portela,Sambas De Enredo 2001,Various Artists
Caprichosos,Sambas De Enredo 2001,Various Artists
Tradição,Sambas De Enredo 2001,Various Artists
Império Serrano,Sambas De Enredo 2001,Various Artists
Tuiuti,Sambas De Enredo 2001,Various Artists
(Da Le) Yaleo,Supernatural,Santana
Love Of My Life,Supernatural,Santana
Put Your Lights On,Supernatural,Santana
Africa Bamba,Supernatural,Santana
Smooth,Supernatural,Santana
Do You Like The Way,Supernatural,Santana
Maria Maria,Supernatural,Santana
Migra,Supernatural,Santana
Corazon Espinado,Supernatural,Santana
Wishing It Was,Supernatural,Santana
El Farol,Supernatural,Santana
Primavera,Supernatural,Santana
The Calling,Supernatural,Santana
Solução,The Best of Ed Motta,Ed Motta
Manuel,The Best of Ed Motta,Ed Motta
Entre E Ouça,The Best of Ed Motta,Ed Motta
Um Contrato Com Deus,The Best of Ed Motta,Ed Motta
Um Jantar Pra Dois,The Best of Ed Motta,Ed Motta
Vamos Dançar,The Best of Ed Motta,Ed Motta
Um Love,The Best of Ed Motta,Ed Motta
Seis Da Tarde,The Best of Ed Motta,Ed Motta
Baixo Rio,The Best of Ed Motta,Ed Motta
Sombras Do Meu Destino,The Best of Ed Motta,Ed Motta
Do You Have Other Loves?,The Best of Ed Motta,Ed Motta
Agora Que O Dia Acordou,The Best of Ed Motta,Ed Motta
Já!!!,The Best of Ed Motta,Ed Motta
A Rua,The Best of Ed Motta,Ed Motta
Now's The Time,The Essential Miles Davis [Disc 1],Miles Davis
Jeru,The Essential Miles Davis [Disc 1],Miles Davis
Compulsion,The Essential Miles Davis [Disc 1],Miles Davis
Tempus Fugit,The Essential Miles Davis [Disc 1],Miles Davis
Walkin',The Essential Miles Davis [Disc 1],Miles Davis
'Round Midnight,The Essential Miles Davis [Disc 1],Miles Davis
Bye Bye Blackbird,The Essential Miles Davis [Disc 1],Miles Davis
New Rhumba,The Essential Miles Davis [Disc 1],Miles Davis
Generique,The Essential Miles Davis [Disc 1],Miles Davis
Summertime,The Essential Miles Davis [Disc 1],Miles Davis
So What,The Essential Miles Davis [Disc 1],Miles Davis
The Pan Piper,The Essential Miles Davis [Disc 1],Miles Davis
Someday My Prince Will Come,The Essential Miles Davis [Disc 1],Miles Davis
My Funny Valentine (Live),The Essential Miles Davis [Disc 2],Miles Davis
E.S.P.,The Essential Miles Davis [Disc 2],Miles Davis
Nefertiti,The Essential Miles Davis [Disc 2],Miles Davis
Petits Machins (Little Stuff),The Essential Miles Davis [Disc 2],Miles Davis
Miles Runs The Voodoo Down,The Essential Miles Davis [Disc 2],Miles Davis
Little Church (Live),The Essential Miles Davis [Disc 2],Miles Davis
Black Satin,The Essential Miles Davis [Disc 2],Miles Davis
Jean Pierre (Live),The Essential Miles Davis [Disc 2],Miles Davis
Time After Time,The Essential Miles Davis [Disc 2],Miles Davis
Portia,The Essential Miles Davis [Disc 2],Miles Davis
Space Truckin',The Final Concerts (Disc 2),Deep Purple
Going Down / Highway Star,The Final Concerts (Disc 2),Deep Purple
Mistreated (Alternate Version),The Final Concerts (Disc 2),Deep Purple
You Fool No One (Alternate Version),The Final Concerts (Disc 2),Deep Purple
Jeepers Creepers,Up An' Atom,Gene Krupa
Blue Rythm Fantasy,Up An' Atom,Gene Krupa
Drum Boogie,Up An' Atom,Gene Krupa
Let Me Off Uptown,Up An' Atom,Gene Krupa
Leave Us Leap,Up An' Atom,Gene Krupa
Opus No.1,Up An' Atom,Gene Krupa
Boogie Blues,Up An' Atom,Gene Krupa
How High The Moon,Up An' Atom,Gene Krupa
Disc Jockey Jump,Up An' Atom,Gene Krupa
Up An' Atom,Up An' Atom,Gene Krupa
Bop Boogie,Up An' Atom,Gene Krupa
Lemon Drop,Up An' Atom,Gene Krupa
Coronation Drop,Up An' Atom,Gene Krupa
Overtime,Up An' Atom,Gene Krupa
Imagination,Up An' Atom,Gene Krupa
Don't Take Your Love From Me,Up An' Atom,Gene Krupa
Midget,Up An' Atom,Gene Krupa
I'm Coming Virginia,Up An' Atom,Gene Krupa
Payin' Them Dues Blues,Up An' Atom,Gene Krupa
Jungle Drums,Up An' Atom,Gene Krupa
Showcase,Up An' Atom,Gene Krupa
Swedish Schnapps,Up An' Atom,Gene Krupa
Samba Da Bênção,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius
Pot-Pourri N.º 4,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius
Onde Anda Você,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius
Samba Da Volta,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius
Canto De Ossanha,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius
Pot-Pourri N.º 5,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius
Formosa,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius
Como É Duro Trabalhar,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius
Minha Namorada,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius
Por Que Será,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius
Berimbau,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius
Deixa,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius
Pot-Pourri N.º 2,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius
Samba Em Prelúdio,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius
Carta Ao Tom 74,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius
Linha de Passe (João Bosco),Vozes do MPB,Various Artists
Pela Luz dos Olhos Teus (Miúcha e Tom Jobim),Vozes do MPB,Various Artists
Chão de Giz (Elba Ramalho),Vozes do MPB,Various Artists
Marina (Dorival Caymmi),Vozes do MPB,Various Artists
Aquarela (Toquinho),Vozes do MPB,Various Artists
Coração do Agreste (Fafá de Belém),Vozes do MPB,Various Artists
Dona (Roupa Nova),Vozes do MPB,Various Artists
Começaria Tudo Outra Vez (Maria Creuza),Vozes do MPB,Various Artists
Caçador de Mim (Sá & Guarabyra),Vozes do MPB,Various Artists
Romaria (Renato Teixeira),Vozes do MPB,Various Artists
As Rosas Não Falam (Beth Carvalho),Vozes do MPB,Various Artists
Wave (Os Cariocas),Vozes do MPB,Various Artists
Garota de Ipanema (Dick Farney),Vozes do MPB,Various Artists
Preciso Apender a Viver Só (Maysa),Vozes do MPB,Various Artists
Susie Q,"Chronicle, Vol. 1",Creedence Clearwater Revival
I Put A Spell On You,"Chronicle, Vol. 1",Creedence Clearwater Revival
Proud Mary,"Chronicle, Vol. 1",Creedence Clearwater Revival
Bad Moon Rising,"Chronicle, Vol. 1",Creedence Clearwater Revival
Lodi,"Chronicle, Vol. 1",Creedence Clearwater Revival
Green River,"Chronicle, Vol. 1",Creedence Clearwater Revival
Commotion,"Chronicle, Vol. 1",Creedence Clearwater Revival
Down On The Corner,"Chronicle, Vol. 1",Creedence Clearwater Revival
Fortunate Son,"Chronicle, Vol. 1",Creedence Clearwater Revival
Travelin' Band,"Chronicle, Vol. 1",Creedence Clearwater Revival
Who'll Stop The Rain,"Chronicle, Vol. 1",Creedence Clearwater Revival
Up Around The Bend,"Chronicle, Vol. 1",Creedence Clearwater Revival
Run Through The Jungle,"Chronicle, Vol. 1",Creedence Clearwater Revival
Lookin' Out My Back Door,"Chronicle, Vol. 1",Creedence Clearwater Revival
Long As I Can See The Light,"Chronicle, Vol. 1",Creedence Clearwater Revival
I Heard It Through The Grapevine,"Chronicle, Vol. 1",Creedence Clearwater Revival
Have You Ever Seen The Rain?,"Chronicle, Vol. 1",Creedence Clearwater Revival
Hey Tonight,"Chronicle, Vol. 1",Creedence Clearwater Revival
Sweet Hitch-Hiker,"Chronicle, Vol. 1",Creedence Clearwater Revival
Someday Never Comes,"Chronicle, Vol. 1",Creedence Clearwater Revival
Walking On The Water,"Chronicle, Vol. 2",Creedence Clearwater Revival
"Suzie-Q, Pt. 2","Chronicle, Vol. 2",Creedence Clearwater Revival
Born On The Bayou,"Chronicle, Vol. 2",Creedence Clearwater Revival
Good Golly Miss Molly,"Chronicle, Vol. 2",Creedence Clearwater Revival
Tombstone Shadow,"Chronicle, Vol. 2",Creedence Clearwater Revival
Wrote A Song For Everyone,"Chronicle, Vol. 2",Creedence Clearwater Revival
Night Time Is The Right Time,"Chronicle, Vol. 2",Creedence Clearwater Revival
Cotton Fields,"Chronicle, Vol. 2",Creedence Clearwater Revival
It Came Out Of The Sky,"Chronicle, Vol. 2",Creedence Clearwater Revival
Don't Look Now,"Chronicle, Vol. 2",Creedence Clearwater Revival
The Midnight Special,"Chronicle, Vol. 2",Creedence Clearwater Revival
Before You Accuse Me,"Chronicle, Vol. 2",Creedence Clearwater Revival
My Baby Left Me,"Chronicle, Vol. 2",Creedence Clearwater Revival
Pagan Baby,"Chronicle, Vol. 2",Creedence Clearwater Revival
(Wish I Could) Hideaway,"Chronicle, Vol. 2",Creedence Clearwater Revival
It's Just A Thought,"Chronicle, Vol. 2",Creedence Clearwater Revival
Molina,"Chronicle, Vol. 2",Creedence Clearwater Revival
Born To Move,"Chronicle, Vol. 2",Creedence Clearwater Revival
Lookin' For A Reason,"Chronicle, Vol. 2",Creedence Clearwater Revival
Hello Mary Lou,"Chronicle, Vol. 2",Creedence Clearwater Revival
Gatas Extraordinárias,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller
Brasil,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller
Eu Sou Neguinha (Ao Vivo),Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller
Geração Coca-Cola (Ao Vivo),Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller
Lanterna Dos Afogados,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller
Coroné Antonio Bento,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller
"Você Passa, Eu Acho Graça (Ao Vivo)",Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller
Meu Mundo Fica Completo (Com Você),Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller
1° De Julho,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller
Música Urbana 2,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller
Vida Bandida (Ao Vivo),Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller
Palavras Ao Vento,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller
Não Sei O Que Eu Quero Da Vida,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller
Woman Is The Nigger Of The World (Ao Vivo),Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller
Juventude Transviada (Ao Vivo),Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller
Malandragem,Cássia Eller - Sem Limite [Disc 1],Cássia Eller
O Segundo Sol,Cássia Eller - Sem Limite [Disc 1],Cássia Eller
Smells Like Teen Spirit (Ao Vivo),Cássia Eller - Sem Limite [Disc 1],Cássia Eller
E.C.T.,Cássia Eller - Sem Limite [Disc 1],Cássia Eller
Todo Amor Que Houver Nesta Vida,Cássia Eller - Sem Limite [Disc 1],Cássia Eller
Metrô. Linha 743,Cássia Eller - Sem Limite [Disc 1],Cássia Eller
Nós (Ao Vivo),Cássia Eller - Sem Limite [Disc 1],Cássia Eller
Na Cadência Do Samba,Cássia Eller - Sem Limite [Disc 1],Cássia Eller
Admirável Gado Novo,Cássia Eller - Sem Limite [Disc 1],Cássia Eller
Eleanor Rigby,Cássia Eller - Sem Limite [Disc 1],Cássia Eller
Socorro,Cássia Eller - Sem Limite [Disc 1],Cássia Eller
Blues Da Piedade,Cássia Eller - Sem Limite [Disc 1],Cássia Eller
Rubens,Cássia Eller - Sem Limite [Disc 1],Cássia Eller
Não Deixe O Samba Morrer - Cassia Eller e Alcione,Cássia Eller - Sem Limite [Disc 1],Cássia Eller
Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),Cássia Eller - Sem Limite [Disc 1],Cássia Eller
Comin' Home,Come Taste The Band,Deep Purple
Lady Luck,Come Taste The Band,Deep Purple
Gettin' Tighter,Come Taste The Band,Deep Purple
Dealer,Come Taste The Band,Deep Purple
I Need Love,Come Taste The Band,Deep Purple
Drifter,Come Taste The Band,Deep Purple
Love Child,Come Taste The Band,Deep Purple
This Time Around / Owed to 'G' [Instrumental],Come Taste The Band,Deep Purple
You Keep On Moving,Come Taste The Band,Deep Purple
Speed King,Deep Purple In Rock,Deep Purple
Bloodsucker,Deep Purple In Rock,Deep Purple
Child In Time,Deep Purple In Rock,Deep Purple
Flight Of The Rat,Deep Purple In Rock,Deep Purple
Into The Fire,Deep Purple In Rock,Deep Purple
Living Wreck,Deep Purple In Rock,Deep Purple
Hard Lovin' Man,Deep Purple In Rock,Deep Purple
Fireball,Fireball,Deep Purple
No No No,Fireball,Deep Purple
Strange Kind Of Woman,Fireball,Deep Purple
Anyone's Daughter,Fireball,Deep Purple
The Mule,Fireball,Deep Purple
Fools,Fireball,Deep Purple
No One Came,Fireball,Deep Purple
Knocking At Your Back Door,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple
Bad Attitude,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple
Child In Time (Son Of Aleric - Instrumental),Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple
Nobody's Home,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple
Black Night,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple
Perfect Strangers,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple
The Unwritten Law,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple
Call Of The Wild,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple
Hush,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple
Smoke On The Water,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple
Space Trucking,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple
Highway Star,Machine Head,Deep Purple
Maybe I'm A Leo,Machine Head,Deep Purple
Pictures Of Home,Machine Head,Deep Purple
Never Before,Machine Head,Deep Purple
Smoke On The Water,Machine Head,Deep Purple
Lazy,Machine Head,Deep Purple
Space Truckin',Machine Head,Deep Purple
Vavoom : Ted The Mechanic,Purpendicular,Deep Purple
Loosen My Strings,Purpendicular,Deep Purple
Soon Forgotten,Purpendicular,Deep Purple
Sometimes I Feel Like Screaming,Purpendicular,Deep Purple
Cascades : I'm Not Your Lover,Purpendicular,Deep Purple
The Aviator,Purpendicular,Deep Purple
Rosa's Cantina,Purpendicular,Deep Purple
A Castle Full Of Rascals,Purpendicular,Deep Purple
A Touch Away,Purpendicular,Deep Purple
Hey Cisco,Purpendicular,Deep Purple
Somebody Stole My Guitar,Purpendicular,Deep Purple
The Purpendicular Waltz,Purpendicular,Deep Purple
King Of Dreams,Slaves And Masters,Deep Purple
The Cut Runs Deep,Slaves And Masters,Deep Purple
Fire In The Basement,Slaves And Masters,Deep Purple
Truth Hurts,Slaves And Masters,Deep Purple
Breakfast In Bed,Slaves And Masters,Deep Purple
Love Conquers All,Slaves And Masters,Deep Purple
Fortuneteller,Slaves And Masters,Deep Purple
Too Much Is Not Enough,Slaves And Masters,Deep Purple
Wicked Ways,Slaves And Masters,Deep Purple
Stormbringer,Stormbringer,Deep Purple
Love Don't Mean a Thing,Stormbringer,Deep Purple
Holy Man,Stormbringer,Deep Purple
Hold On,Stormbringer,Deep Purple
Lady Double Dealer,Stormbringer,Deep Purple
You Can't Do it Right (With the One You Love),Stormbringer,Deep Purple
High Ball Shooter,Stormbringer,Deep Purple
The Gypsy,Stormbringer,Deep Purple
Soldier Of Fortune,Stormbringer,Deep Purple
The Battle Rages On,The Battle Rages On,Deep Purple
Lick It Up,The Battle Rages On,Deep Purple
Anya,The Battle Rages On,Deep Purple
Talk About Love,The Battle Rages On,Deep Purple
Time To Kill,The Battle Rages On,Deep Purple
Ramshackle Man,The Battle Rages On,Deep Purple
A Twist In The Tail,The Battle Rages On,Deep Purple
Nasty Piece Of Work,The Battle Rages On,Deep Purple
Solitaire,The Battle Rages On,Deep Purple
One Man's Meat,The Battle Rages On,Deep Purple
Pour Some Sugar On Me,Vault: Def Leppard's Greatest Hits,Def Leppard
Photograph,Vault: Def Leppard's Greatest Hits,Def Leppard
Love Bites,Vault: Def Leppard's Greatest Hits,Def Leppard
Let's Get Rocked,Vault: Def Leppard's Greatest Hits,Def Leppard
Two Steps Behind [Acoustic Version],Vault: Def Leppard's Greatest Hits,Def Leppard
Animal,Vault: Def Leppard's Greatest Hits,Def Leppard
Heaven Is,Vault: Def Leppard's Greatest Hits,Def Leppard
Rocket,Vault: Def Leppard's Greatest Hits,Def Leppard
When Love & Hate Collide,Vault: Def Leppard's Greatest Hits,Def Leppard
Action,Vault: Def Leppard's Greatest Hits,Def Leppard
Make Love Like A Man,Vault: Def Leppard's Greatest Hits,Def Leppard
Armageddon It,Vault: Def Leppard's Greatest Hits,Def Leppard
Have You Ever Needed Someone So Bad,Vault: Def Leppard's Greatest Hits,Def Leppard
Rock Of Ages,Vault: Def Leppard's Greatest Hits,Def Leppard
Hysteria,Vault: Def Leppard's Greatest Hits,Def Leppard
Bringin' On The Heartbreak,Vault: Def Leppard's Greatest Hits,Def Leppard
Roll Call,Outbreak,Dennis Chambers
Otay,Outbreak,Dennis Chambers
Groovus Interruptus,Outbreak,Dennis Chambers
Paris On Mine,Outbreak,Dennis Chambers
In Time,Outbreak,Dennis Chambers
Plan B,Outbreak,Dennis Chambers
Outbreak,Outbreak,Dennis Chambers
"Baltimore, DC",Outbreak,Dennis Chambers
Talkin Loud and Saying Nothin,Outbreak,Dennis Chambers
Pétala,Djavan Ao Vivo - Vol. 02,Djavan
Meu Bem-Querer,Djavan Ao Vivo - Vol. 02,Djavan
Cigano,Djavan Ao Vivo - Vol. 02,Djavan
Boa Noite,Djavan Ao Vivo - Vol. 02,Djavan
Fato Consumado,Djavan Ao Vivo - Vol. 02,Djavan
Faltando Um Pedaço,Djavan Ao Vivo - Vol. 02,Djavan
Álibi,Djavan Ao Vivo - Vol. 02,Djavan
Esquinas,Djavan Ao Vivo - Vol. 02,Djavan
Se...,Djavan Ao Vivo - Vol. 02,Djavan
Eu Te Devoro,Djavan Ao Vivo - Vol. 02,Djavan
Lilás,Djavan Ao Vivo - Vol. 02,Djavan
Acelerou,Djavan Ao Vivo - Vol. 02,Djavan
Um Amor Puro,Djavan Ao Vivo - Vol. 02,Djavan
Samurai,Djavan Ao Vivo - Vol. 1,Djavan
Nem Um Dia,Djavan Ao Vivo - Vol. 1,Djavan
Oceano,Djavan Ao Vivo - Vol. 1,Djavan
Açai,Djavan Ao Vivo - Vol. 1,Djavan
Serrado,Djavan Ao Vivo - Vol. 1,Djavan
Flor De Lis,Djavan Ao Vivo - Vol. 1,Djavan
Amar É Tudo,Djavan Ao Vivo - Vol. 1,Djavan
Azul,Djavan Ao Vivo - Vol. 1,Djavan
Seduzir,Djavan Ao Vivo - Vol. 1,Djavan
A Carta,Djavan Ao Vivo - Vol. 1,Djavan
Sina,Djavan Ao Vivo - Vol. 1,Djavan
Acelerou,Djavan Ao Vivo - Vol. 1,Djavan
Um Amor Puro,Djavan Ao Vivo - Vol. 1,Djavan
O Bêbado e a Equilibrista,Elis Regina-Minha História,Elis Regina
O Mestre-Sala dos Mares,Elis Regina-Minha História,Elis Regina
Atrás da Porta,Elis Regina-Minha História,Elis Regina
"Dois Pra Lá, Dois Pra Cá",Elis Regina-Minha História,Elis Regina
Casa no Campo,Elis Regina-Minha História,Elis Regina
Romaria,Elis Regina-Minha História,Elis Regina
"Alô, Alô, Marciano",Elis Regina-Minha História,Elis Regina
Me Deixas Louca,Elis Regina-Minha História,Elis Regina
Fascinação,Elis Regina-Minha História,Elis Regina
Saudosa Maloca,Elis Regina-Minha História,Elis Regina
As Aparências Enganam,Elis Regina-Minha História,Elis Regina
Madalena,Elis Regina-Minha História,Elis Regina
Maria Rosa,Elis Regina-Minha História,Elis Regina
Aprendendo A Jogar,Elis Regina-Minha História,Elis Regina
Layla,The Cream Of Clapton,Eric Clapton
Badge,The Cream Of Clapton,Eric Clapton
I Feel Free,The Cream Of Clapton,Eric Clapton
Sunshine Of Your Love,The Cream Of Clapton,Eric Clapton
Crossroads,The Cream Of Clapton,Eric Clapton
Strange Brew,The Cream Of Clapton,Eric Clapton
White Room,The Cream Of Clapton,Eric Clapton
Bell Bottom Blues,The Cream Of Clapton,Eric Clapton
Cocaine,The Cream Of Clapton,Eric Clapton
I Shot The Sheriff,The Cream Of Clapton,Eric Clapton
After Midnight,The Cream Of Clapton,Eric Clapton
Swing Low Sweet Chariot,The Cream Of Clapton,Eric Clapton
Lay Down Sally,The Cream Of Clapton,Eric Clapton
Knockin On Heavens Door,The Cream Of Clapton,Eric Clapton
Wonderful Tonight,The Cream Of Clapton,Eric Clapton
Let It Grow,The Cream Of Clapton,Eric Clapton
Promises,The Cream Of Clapton,Eric Clapton
I Can't Stand It,The Cream Of Clapton,Eric Clapton
Signe,Unplugged,Eric Clapton
Before You Accuse Me,Unplugged,Eric Clapton
Hey Hey,Unplugged,Eric Clapton
Tears In Heaven,Unplugged,Eric Clapton
Lonely Stranger,Unplugged,Eric Clapton
Nobody Knows You When You're Down & Out,Unplugged,Eric Clapton
Layla,Unplugged,Eric Clapton
Running On Faith,Unplugged,Eric Clapton
Walkin' Blues,Unplugged,Eric Clapton
Alberta,Unplugged,Eric Clapton
San Francisco Bay Blues,Unplugged,Eric Clapton
Malted Milk,Unplugged,Eric Clapton
Old Love,Unplugged,Eric Clapton
Rollin' And Tumblin',Unplugged,Eric Clapton
Collision,Album Of The Year,Faith No More
Stripsearch,Album Of The Year,Faith No More
Last Cup Of Sorrow,Album Of The Year,Faith No More
Naked In Front Of The Computer,Album Of The Year,Faith No More
Helpless,Album Of The Year,Faith No More
Mouth To Mouth,Album Of The Year,Faith No More
Ashes To Ashes,Album Of The Year,Faith No More
She Loves Me Not,Album Of The Year,Faith No More
Got That Feeling,Album Of The Year,Faith No More
Paths Of Glory,Album Of The Year,Faith No More
Home Sick Home,Album Of The Year,Faith No More
Pristina,Album Of The Year,Faith No More
Land Of Sunshine,Angel Dust,Faith No More
Caffeine,Angel Dust,Faith No More
Midlife Crisis,Angel Dust,Faith No More
RV,Angel Dust,Faith No More
Smaller And Smaller,Angel Dust,Faith No More
Everything's Ruined,Angel Dust,Faith No More
Malpractice,Angel Dust,Faith No More
Kindergarten,Angel Dust,Faith No More
Be Aggressive,Angel Dust,Faith No More
A Small Victory,Angel Dust,Faith No More
Crack Hitler,Angel Dust,Faith No More
Jizzlobber,Angel Dust,Faith No More
Midnight Cowboy,Angel Dust,Faith No More
Easy,Angel Dust,Faith No More
Get Out,King For A Day Fool For A Lifetime,Faith No More
Ricochet,King For A Day Fool For A Lifetime,Faith No More
Evidence,King For A Day Fool For A Lifetime,Faith No More
The Gentle Art Of Making Enemies,King For A Day Fool For A Lifetime,Faith No More
Star A.D.,King For A Day Fool For A Lifetime,Faith No More
Cuckoo For Caca,King For A Day Fool For A Lifetime,Faith No More
Caralho Voador,King For A Day Fool For A Lifetime,Faith No More
Ugly In The Morning,King For A Day Fool For A Lifetime,Faith No More
Digging The Grave,King For A Day Fool For A Lifetime,Faith No More
Take This Bottle,King For A Day Fool For A Lifetime,Faith No More
King For A Day,King For A Day Fool For A Lifetime,Faith No More
What A Day,King For A Day Fool For A Lifetime,Faith No More
The Last To Know,King For A Day Fool For A Lifetime,Faith No More
Just A Man,King For A Day Fool For A Lifetime,Faith No More
Absolute Zero,King For A Day Fool For A Lifetime,Faith No More
From Out Of Nowhere,The Real Thing,Faith No More
Epic,The Real Thing,Faith No More
Falling To Pieces,The Real Thing,Faith No More
Surprise! You're Dead!,The Real Thing,Faith No More
Zombie Eaters,The Real Thing,Faith No More
The Real Thing,The Real Thing,Faith No More
Underwater Love,The Real Thing,Faith No More
The Morning After,The Real Thing,Faith No More
Woodpecker From Mars,The Real Thing,Faith No More
War Pigs,The Real Thing,Faith No More
