2,Chang,45,855.00
57,Queso Manchego La Pastora,6,228.00
7,Sir Rodney's Scones,1,10.00
59,NuNuCa Nuß-Nougat-Creme,10,140.00
11,Sasquatch Ale,20,280.00
16,Maxilaku,49,980.00
42,Ravioli Angelo,42,819.00
52,Original Frankfurter grüne Soße,5,65.00
28,Ikura,4,124.00
46,Ikura,18,558.00
7,Alice Mutton,45,1755.00
8,Manjimup Dried Apples,40,2120.00
43,Spegesild,10,120.00
73,Camembert Pierrot,30,1020.00
63,Longlife Tofu,5,50.00
57,Mishi Kobe Niku,4,388.00
19,Queso Cabrales,35,735.00
73,Raclette Courdavault,9,495.00
4,Uncle Bob's Organic Dried Pears,10,300.00
35,Queso Manchego La Pastora,9,342.00
10,Ipoh Coffee,2,92.00
51,Sirop d'érable,10,285.00
11,Scottish Longbreads,15,187.50
59,Chai,15,270.00
15,Geitost,50,125.00
51,Steeleye Stout,3,54.00
64,Louisiana Fiery Hot Pepper Sauce,8,168.40
75,Camembert Pierrot,24,816.00
69,Mozzarella di Giovanni,25,870.00
54,Uncle Bob's Organic Dried Pears,60,1800.00
43,Carnarvon Tigers,15,937.50
19,Gumbär Gummibärchen,2,62.46
72,Tarte au sucre,21,1035.30
55,Louisiana Hot Spiced Okra,6,102.00
30,Chang,2,38.00
24,Alice Mutton,18,702.00
23,Teatime Chocolate Biscuits,44,404.80
38,Rössle Sauerkraut,2,91.20
58,Gravad lax,80,2080.00
71,Zaanse koeken,6,57.00
77,Gula Malacca,25,486.25
53,Perth Pasties,2,65.60
11,Röd Kaviar,10,150.00
42,Carnarvon Tigers,9,562.50
66,Inlagd Sill,30,570.00
36,Perth Pasties,35,1148.00
49,Chocolade,35,446.25
36,Konbu,21,126.00
23,Ikura,21,651.00
28,Tunnbröd,28,252.00
34,Tunnbröd,35,315.00
54,Geitost,20,50.00
39,Chocolade,10,127.50
61,Pâté chinois,15,360.00
21,Raclette Courdavault,25,1375.00
55,Ikura,2,62.00
39,Carnarvon Tigers,80,5000.00
55,Spegesild,12,144.00
2,Chef Anton's Gumbo Mix,40,854.00
14,Gorgonzola Telino,11,137.50
39,Chartreuse verte,8,144.00
22,Côte de Blaye,15,3952.50
44,Tourtière,16,119.20
36,Tourtière,50,372.50
72,Gudbrandsdalsost,3,108.00
21,Scottish Longbreads,40,500.00
45,Lakkalikööri,27,486.00
70,Uncle Bob's Organic Dried Pears,21,630.00
41,Uncle Bob's Organic Dried Pears,28,840.00
1,Queso Cabrales,20,420.00
64,Konbu,25,150.00
76,Mascarpone Fabioli,15,480.00
52,Singaporean Hokkien Fried Mee,40,560.00
54,Tarte au sucre,30,1479.00
40,Laughing Lumberjack Lager,30,420.00
69,Louisiana Hot Spiced Okra,8,136.00
1,Zaanse koeken,60,570.00
10,Spegesild,70,840.00
68,Pâté chinois,40,960.00
77,Gnocchi di nonna Alice,15,570.00
72,Louisiana Fiery Hot Pepper Sauce,3,63.15
35,Valkoinen suklaa,24,390.00
48,Gustaf's Knäckebröd,24,504.00
72,Gumbär Gummibärchen,10,312.30
63,Ipoh Coffee,10,460.00
13,Tarte au sucre,6,295.80
18,Rhönbräu Klosterbier,8,62.00
38,Longlife Tofu,49,490.00
46,Ikura,30,930.00
55,Teatime Chocolate Biscuits,25,230.00
28,Gorgonzola Telino,13,162.50
1,Rössle Sauerkraut,3,136.80
65,Jack's New England Clam Chowder,12,115.80
21,Gudbrandsdalsost,25,900.00
21,Carnarvon Tigers,30,1875.00
64,Thüringer Rostbratwurst,28,3466.12
76,Rössle Sauerkraut,2,91.20
41,Chocolade,40,510.00
13,Valkoinen suklaa,20,325.00
38,Vegie-spread,10,439.00
53,Grandma's Boysenberry Spread,3,75.00
24,Sir Rodney's Marmalade,20,1620.00
29,Teatime Chocolate Biscuits,80,736.00
71,Mascarpone Fabioli,20,640.00
57,Gula Malacca,16,311.20
46,Chocolade,35,446.25
61,Gnocchi di nonna Alice,66,2508.00
14,Scottish Longbreads,15,187.50
70,Sir Rodney's Scones,40,400.00
7,NuNuCa Nuß-Nougat-Creme,8,112.00
39,Geitost,6,15.00
76,Rogede sild,60,570.00
19,Scottish Longbreads,10,125.00
64,Flotemysost,28,602.00
51,Queso Cabrales,28,588.00
6,Queso Manchego La Pastora,16,608.00
72,Rogede sild,35,332.50
33,Scottish Longbreads,12,150.00
68,Chef Anton's Gumbo Mix,80,1708.00
25,Genen Shouyu,50,775.00
8,Teatime Chocolate Biscuits,30,276.00
75,Chartreuse verte,14,252.00
11,Chocolade,6,76.50
62,Raclette Courdavault,25,1375.00
41,Röd Kaviar,9,135.00
52,Scottish Longbreads,15,187.50
22,Queso Cabrales,6,126.00
68,Northwoods Cranberry Sauce,36,1440.00
26,Ravioli Angelo,10,195.00
54,Laughing Lumberjack Lager,20,280.00
73,Konbu,20,120.00
14,Gudbrandsdalsost,12,432.00
72,Gudbrandsdalsost,15,540.00
71,Louisiana Hot Spiced Okra,50,850.00
45,Lakkalikööri,15,270.00
13,Geitost,20,50.00
58,Sasquatch Ale,15,210.00
63,Rogede sild,40,380.00
45,Aniseed Syrup,100,1000.00
19,Mishi Kobe Niku,4,388.00
69,Mishi Kobe Niku,24,2328.00
6,Gula Malacca,20,389.00
53,Raclette Courdavault,6,330.00
31,Louisiana Hot Spiced Okra,20,340.00
60,Laughing Lumberjack Lager,4,56.00
38,Northwoods Cranberry Sauce,8,320.00
68,Mascarpone Fabioli,8,256.00
30,Gula Malacca,18,350.10
36,Laughing Lumberjack Lager,6,84.00
55,Louisiana Hot Spiced Okra,18,306.00
75,Longlife Tofu,25,250.00
25,Longlife Tofu,5,50.00
15,Boston Crab Meat,50,920.00
33,Singaporean Hokkien Fried Mee,25,350.00
76,Gorgonzola Telino,14,175.00
64,Gorgonzola Telino,7,87.50
37,Gorgonzola Telino,8,100.00
51,Rogede sild,20,190.00
39,Singaporean Hokkien Fried Mee,80,1120.00
74,Raclette Courdavault,21,1155.00
77,Chai,30,540.00
59,Queso Manchego La Pastora,36,1368.00
2,Alice Mutton,50,1950.00
62,Gorgonzola Telino,60,750.00
70,Gustaf's Knäckebröd,3,63.00
31,Manjimup Dried Apples,14,742.00
29,Perth Pasties,4,131.20
77,Vegie-spread,28,1229.20
69,Louisiana Hot Spiced Okra,20,340.00
31,Longlife Tofu,24,240.00
41,Sasquatch Ale,42,588.00
35,Zaanse koeken,24,228.00
55,Konbu,6,36.00
66,Sasquatch Ale,10,140.00
71,Gula Malacca,6,116.70
55,Pâté chinois,20,480.00
56,Rhönbräu Klosterbier,2,15.50
71,Sasquatch Ale,5,70.00
13,Sasquatch Ale,2,28.00
8,Filo Mix,30,210.00
49,Gudbrandsdalsost,6,216.00
68,Lakkalikööri,24,432.00
41,Chai,24,432.00
20,Stroopwafels,50,487.50
19,Steeleye Stout,10,180.00
57,Gravad lax,50,1300.00
74,Zaanse koeken,30,285.00
11,Chef Anton's Gumbo Mix,35,747.25
33,Grandma's Boysenberry Spread,30,750.00
52,Sir Rodney's Marmalade,30,2430.00
69,Gumbär Gummibärchen,9,281.07
33,Ravioli Angelo,35,682.50
68,Raclette Courdavault,20,1100.00
30,Raclette Courdavault,20,1100.00
17,Tarte au sucre,77,3796.10
46,Mishi Kobe Niku,15,1455.00
1,Mishi Kobe Niku,2,194.00
11,Rogede sild,15,142.50
75,Manjimup Dried Apples,50,2650.00
13,Laughing Lumberjack Lager,80,1120.00
24,Rhönbräu Klosterbier,21,162.75
29,Chai,4,72.00
17,Chef Anton's Gumbo Mix,42,896.70
11,Schoggi Schokolade,24,1053.60
24,Chartreuse verte,6,108.00
71,Röd Kaviar,25,375.00
25,Ikura,4,124.00
10,Gustaf's Knäckebröd,18,378.00
75,Nord-Ost Matjeshering,50,1294.50
40,Spegesild,10,120.00
14,Louisiana Fiery Hot Pepper Sauce,1,21.05
54,Vegie-spread,6,263.40
1,Stroopwafels,24,234.00
54,Thüringer Rostbratwurst,50,6189.50
17,Gorgonzola Telino,12,150.00
66,Rössle Sauerkraut,24,1094.40
26,Inlagd Sill,30,570.00
31,Vegie-spread,32,1404.80
14,Longlife Tofu,16,160.00
36,Chang,15,285.00
10,Jack's New England Clam Chowder,21,202.65
51,Singaporean Hokkien Fried Mee,10,140.00
49,Sirop d'érable,28,798.00
55,Gnocchi di nonna Alice,65,2470.00
57,Mozzarella di Giovanni,5,174.00
68,Rhönbräu Klosterbier,15,116.25
14,Alice Mutton,70,2730.00
27,Teatime Chocolate Biscuits,15,138.00
11,Gorgonzola Telino,5,62.50
17,Steeleye Stout,15,270.00
40,Wimmers gute Semmelknödel,6,199.50
60,Uncle Bob's Organic Dried Pears,84,2520.00
43,Chartreuse verte,9,162.00
65,Chef Anton's Cajun Seasoning,65,1430.00
51,Tofu,44,1023.00
37,Sir Rodney's Marmalade,28,2268.00
40,Carnarvon Tigers,3,187.50
76,Carnarvon Tigers,44,2750.00
58,Mascarpone Fabioli,12,384.00
64,Inlagd Sill,24,456.00
13,Louisiana Hot Spiced Okra,5,85.00
13,Alice Mutton,40,1560.00
72,Camembert Pierrot,12,408.00
77,Escargots de Bourgogne,18,238.50
4,Boston Crab Meat,12,220.80
19,Ikura,20,620.00
67,Zaanse koeken,5,47.50
45,Singaporean Hokkien Fried Mee,110,1540.00
25,Filo Mix,15,105.00
72,Outback Lager,12,180.00
14,Chocolade,30,382.50
36,Pâté chinois,35,840.00
60,Tourtière,60,447.00
29,Tarte au sucre,50,2465.00
13,Geitost,8,20.00
40,Nord-Ost Matjeshering,20,517.80
3,Steeleye Stout,49,882.00
44,Mascarpone Fabioli,10,320.00
1,Tourtière,45,335.25
7,Zaanse koeken,20,190.00
17,Tourtière,77,573.65
46,Scottish Longbreads,20,250.00
7,Flotemysost,90,1935.00
2,Sasquatch Ale,24,336.00
43,Inlagd Sill,9,171.00
76,Spegesild,15,180.00
76,Gudbrandsdalsost,4,144.00
22,Tarte au sucre,25,1232.50
77,Chai,18,324.00
68,Genen Shouyu,80,1240.00
61,Thüringer Rostbratwurst,4,495.16
40,Gravad lax,42,1092.00
2,Ipoh Coffee,24,1104.00
41,Perth Pasties,6,196.80
51,Chocolade,6,76.50
32,Konbu,20,120.00
59,Gustaf's Knäckebröd,2,42.00
40,Steeleye Stout,25,450.00
16,Escargots de Bourgogne,56,742.00
41,Chai,12,216.00
62,Queso Cabrales,6,126.00
62,Singaporean Hokkien Fried Mee,6,84.00
33,Pâté chinois,35,840.00
63,Lakkalikööri,30,540.00
19,Chang,24,456.00
28,Tofu,70,1627.50
31,Jack's New England Clam Chowder,60,579.00
76,Jack's New England Clam Chowder,2,19.30
70,Tourtière,14,104.30
28,Camembert Pierrot,5,170.00
43,Wimmers gute Semmelknödel,60,1995.00
43,Longlife Tofu,20,200.00
51,Teatime Chocolate Biscuits,24,220.80
59,Sir Rodney's Scones,50,500.00
48,Nord-Ost Matjeshering,70,1812.30
12,Mascarpone Fabioli,100,3200.00
74,Manjimup Dried Apples,20,1060.00
4,Geitost,1,2.50
62,Gravad lax,10,260.00
59,Aniseed Syrup,7,70.00
62,Gorgonzola Telino,48,600.00
17,Tourtière,6,44.70
3,Outback Lager,20,300.00
47,Konbu,40,240.00
43,Geitost,7,17.50
10,Nord-Ost Matjeshering,21,543.69
76,Chartreuse verte,50,900.00
41,Raclette Courdavault,16,880.00
76,Louisiana Fiery Hot Pepper Sauce,10,210.50
60,Gudbrandsdalsost,55,1980.00
15,Flotemysost,50,1075.00
18,Stroopwafels,20,195.00
14,Chef Anton's Cajun Seasoning,10,220.00
69,Aniseed Syrup,3,30.00
25,Tunnbröd,4,36.00
2,NuNuCa Nuß-Nougat-Creme,60,840.00
18,Thüringer Rostbratwurst,21,2599.59
25,Sirop d'érable,12,342.00
64,Sirop d'érable,18,513.00
64,Flotemysost,4,86.00
26,Rhönbräu Klosterbier,15,116.25
27,Chai,10,180.00
56,Queso Cabrales,5,105.00
23,Genen Shouyu,44,682.00
59,Pavlova,50,872.50
55,Ravioli Angelo,2,39.00
2,Raclette Courdavault,10,550.00
41,Escargots de Bourgogne,12,159.00
76,Chang,80,1520.00
29,Mishi Kobe Niku,12,1164.00
35,Pâté chinois,100,2400.00
37,Chef Anton's Gumbo Mix,10,213.50
74,Gustaf's Knäckebröd,16,336.00
59,Spegesild,42,504.00
7,Ravioli Angelo,60,1170.00
60,Vegie-spread,25,1097.50
4,Lakkalikööri,50,900.00
18,Konbu,18,108.00
76,Konbu,21,126.00
13,Sir Rodney's Marmalade,42,3402.00
26,Rössle Sauerkraut,6,273.60
47,Steeleye Stout,50,900.00
70,Queso Manchego La Pastora,14,532.00
36,Boston Crab Meat,5,92.00
40,Sir Rodney's Marmalade,40,3240.00
76,Guaraná Fantástica,50,225.00
43,Pâté chinois,24,576.00
62,Spegesild,25,300.00
41,Camembert Pierrot,25,850.00
7,Rhönbräu Klosterbier,30,232.50
29,Pavlova,4,69.80
24,Sir Rodney's Marmalade,8,648.00
42,Rössle Sauerkraut,50,2280.00
2,Geitost,30,75.00
47,Jack's New England Clam Chowder,21,202.65
23,Pâté chinois,15,360.00
57,Chang,24,456.00
45,Queso Cabrales,110,2310.00
77,Genen Shouyu,28,434.00
70,Teatime Chocolate Biscuits,9,82.80
69,Raclette Courdavault,50,2750.00
3,Scottish Longbreads,49,612.50
56,Longlife Tofu,4,40.00
18,Longlife Tofu,4,40.00
19,Nord-Ost Matjeshering,5,129.45
55,Ravioli Angelo,14,273.00
24,Valkoinen suklaa,10,162.50
53,Escargots de Bourgogne,20,265.00
54,Vegie-spread,30,1317.00
29,Mishi Kobe Niku,24,2328.00
15,Tofu,50,1162.50
63,Tunnbröd,16,144.00
54,Tunnbröd,80,720.00
64,Sirop d'érable,30,855.00
40,Valkoinen suklaa,42,682.50
52,Chai,2,36.00
56,Grandma's Boysenberry Spread,15,375.00
42,Maxilaku,6,120.00
1,Louisiana Hot Spiced Okra,45,765.00
72,Uncle Bob's Organic Dried Pears,15,450.00
18,Gustaf's Knäckebröd,25,525.00
13,Aniseed Syrup,12,120.00
44,Uncle Bob's Organic Dried Pears,40,1200.00
46,Queso Cabrales,45,945.00
1,Teatime Chocolate Biscuits,40,368.00
13,NuNuCa Nuß-Nougat-Creme,3,42.00
24,Gravad lax,10,260.00
75,Inlagd Sill,2,38.00
26,Zaanse koeken,5,47.50
25,Scottish Longbreads,5,62.50
28,Uncle Bob's Organic Dried Pears,8,240.00
35,Mishi Kobe Niku,60,5820.00
26,Northwoods Cranberry Sauce,12,480.00
45,Queso Cabrales,27,567.00
31,Steeleye Stout,6,108.00
36,Manjimup Dried Apples,20,1060.00
3,Perth Pasties,6,196.80
47,Tourtière,40,298.00
17,Wimmers gute Semmelknödel,8,266.00
28,Mishi Kobe Niku,35,3395.00
11,Northwoods Cranberry Sauce,40,1600.00
70,Côte de Blaye,40,10540.00
41,Ravioli Angelo,12,234.00
70,Guaraná Fantástica,14,63.00
12,Jack's New England Clam Chowder,4,38.60
51,Gnocchi di nonna Alice,6,228.00
39,Louisiana Hot Spiced Okra,45,765.00
60,Chang,24,456.00
63,Grandma's Boysenberry Spread,40,1000.00
1,Carnarvon Tigers,80,5000.00
26,Gumbär Gummibärchen,15,468.45
4,Boston Crab Meat,24,441.60
31,Rogede sild,35,332.50
21,Spegesild,60,720.00
17,Spegesild,12,144.00
18,Raclette Courdavault,30,1650.00
22,Röd Kaviar,24,360.00
4,Laughing Lumberjack Lager,1,14.00
19,Pâté chinois,80,1920.00
16,Camembert Pierrot,21,714.00
21,Rhönbräu Klosterbier,32,248.00
40,Scottish Longbreads,25,312.50
64,Laughing Lumberjack Lager,28,392.00
56,Mascarpone Fabioli,18,576.00
11,Mascarpone Fabioli,5,160.00
19,Sirop d'érable,5,142.50
60,Longlife Tofu,100,1000.00
25,Queso Cabrales,18,378.00
62,Genen Shouyu,14,217.00
21,Guaraná Fantástica,60,270.00
72,Chocolade,21,267.75
60,Escargots de Bourgogne,45,596.25
43,Chef Anton's Gumbo Mix,40,854.00
49,Uncle Bob's Organic Dried Pears,35,1050.00
57,Geitost,20,50.00
32,Filo Mix,40,280.00
39,Vegie-spread,16,702.40
40,Carnarvon Tigers,15,937.50
7,Zaanse koeken,8,76.00
54,Escargots de Bourgogne,32,424.00
68,Tarte au sucre,8,394.40
68,Röd Kaviar,42,630.00
35,Gustaf's Knäckebröd,4,84.00
56,Geitost,14,35.00
69,Spegesild,50,600.00
11,Scottish Longbreads,3,37.50
29,Stroopwafels,4,39.00
22,Chang,24,456.00
67,Original Frankfurter grüne Soße,7,91.00
17,Louisiana Hot Spiced Okra,18,306.00
33,Chef Anton's Cajun Seasoning,60,1320.00
62,Grandma's Boysenberry Spread,10,250.00
19,Uncle Bob's Organic Dried Pears,24,720.00
28,Sirop d'érable,24,684.00
54,Camembert Pierrot,80,2720.00
32,Laughing Lumberjack Lager,35,490.00
22,Manjimup Dried Apples,6,318.00
69,Chocolade,9,114.75
13,Röd Kaviar,40,600.00
20,NuNuCa Nuß-Nougat-Creme,40,560.00
64,Rössle Sauerkraut,30,1368.00
62,Mascarpone Fabioli,48,1536.00
76,Ipoh Coffee,42,1932.00
65,Filo Mix,80,560.00
76,Gnocchi di nonna Alice,80,3040.00
41,Wimmers gute Semmelknödel,6,199.50
61,Outback Lager,5,75.00
72,Longlife Tofu,24,240.00
56,Chef Anton's Gumbo Mix,60,1281.00
16,Sir Rodney's Scones,56,560.00
72,Steeleye Stout,30,540.00
59,Gravad lax,15,390.00
59,Nord-Ost Matjeshering,6,155.34
63,Jack's New England Clam Chowder,65,627.25
76,Pâté chinois,35,840.00
62,Northwoods Cranberry Sauce,6,240.00
14,Carnarvon Tigers,5,312.50
45,Singaporean Hokkien Fried Mee,15,210.00
18,Maxilaku,8,160.00
66,Sirop d'érable,24,684.00
65,Queso Cabrales,30,630.00
11,Schoggi Schokolade,12,526.80
69,Gorgonzola Telino,1,12.50
34,Maxilaku,40,800.00
13,Maxilaku,13,260.00
60,Camembert Pierrot,10,340.00
32,Outback Lager,24,360.00
25,Chang,7,133.00
34,Gula Malacca,30,583.50
14,Manjimup Dried Apples,11,583.00
19,Chocolade,1,12.75
71,Wimmers gute Semmelknödel,40,1330.00
7,Vegie-spread,35,1536.50
35,Outback Lager,25,375.00
39,Chef Anton's Gumbo Mix,16,341.60
33,Northwoods Cranberry Sauce,25,1000.00
14,Queso Manchego La Pastora,11,418.00
42,NuNuCa Nuß-Nougat-Creme,25,350.00
7,Côte de Blaye,1,263.50
25,Röd Kaviar,60,900.00
40,Alice Mutton,50,1950.00
48,Sir Rodney's Marmalade,6,486.00
49,Geitost,25,62.50
74,Rössle Sauerkraut,20,912.00
18,Röd Kaviar,35,525.00
26,Chef Anton's Cajun Seasoning,35,770.00
30,Northwoods Cranberry Sauce,25,1000.00
10,Rogede sild,20,190.00
76,Mozzarella di Giovanni,2,69.60
30,Queso Cabrales,1,21.00
53,Gorgonzola Telino,40,500.00
68,Sasquatch Ale,4,56.00
65,Escargots de Bourgogne,28,371.00
60,Chang,36,684.00
28,Carnarvon Tigers,7,437.50
74,Sir Rodney's Marmalade,15,1215.00
66,Guaraná Fantástica,1,4.50
49,Manjimup Dried Apples,40,2120.00
32,Maxilaku,10,200.00
39,Wimmers gute Semmelknödel,130,4322.50
12,Escargots de Bourgogne,20,265.00
2,Tarte au sucre,40,1972.00
23,Louisiana Hot Spiced Okra,25,425.00
1,Uncle Bob's Organic Dried Pears,10,300.00
36,Rössle Sauerkraut,20,912.00
60,Chartreuse verte,6,108.00
52,Chartreuse verte,40,720.00
21,Perth Pasties,21,688.80
14,Pâté chinois,20,480.00
19,Valkoinen suklaa,4,65.00
68,Scottish Longbreads,35,437.50
65,Flotemysost,40,860.00
69,Longlife Tofu,24,240.00
15,Sir Rodney's Scones,50,500.00
43,Sir Rodney's Scones,6,60.00
13,NuNuCa Nuß-Nougat-Creme,15,210.00
13,Schoggi Schokolade,77,3380.30
2,Vegie-spread,40,1756.00
64,Wimmers gute Semmelknödel,15,498.75
39,Tarte au sucre,16,788.80
49,Chef Anton's Gumbo Mix,35,747.25
31,Uncle Bob's Organic Dried Pears,9,270.00
69,Teatime Chocolate Biscuits,50,460.00
14,Sir Rodney's Marmalade,30,2430.00
12,Schoggi Schokolade,30,1317.00
2,Manjimup Dried Apples,45,2385.00
60,Valkoinen suklaa,15,243.75
35,Laughing Lumberjack Lager,35,490.00
2,Schoggi Schokolade,5,219.50
75,Geitost,12,30.00
16,Rössle Sauerkraut,40,1824.00
54,Genen Shouyu,30,465.00
51,Alice Mutton,4,156.00
34,Carnarvon Tigers,20,1250.00
16,Gnocchi di nonna Alice,30,1140.00
26,Laughing Lumberjack Lager,16,224.00
59,Northwoods Cranberry Sauce,6,240.00
18,NuNuCa Nuß-Nougat-Creme,9,126.00
33,Steeleye Stout,60,1080.00
43,Filo Mix,30,210.00
54,Gnocchi di nonna Alice,30,1140.00
29,Escargots de Bourgogne,4,53.00
23,Chai,10,180.00
21,Alice Mutton,12,468.00
40,Côte de Blaye,30,7905.00
65,Perth Pasties,10,328.00
60,Lakkalikööri,100,1800.00
47,Thüringer Rostbratwurst,25,3094.75
2,Rössle Sauerkraut,50,2280.00
20,Sasquatch Ale,50,700.00
5,Filo Mix,30,210.00
56,Ipoh Coffee,45,2070.00
8,Camembert Pierrot,2,68.00
45,Escargots de Bourgogne,36,477.00
39,Chai,42,756.00
43,Schoggi Schokolade,5,219.50
11,Côte de Blaye,14,3689.00
31,Spegesild,3,36.00
8,Tourtière,10,74.50
41,Raclette Courdavault,28,1540.00
24,Grandma's Boysenberry Spread,10,250.00
13,Pâté chinois,1,24.00
66,Filo Mix,4,28.00
64,Raclette Courdavault,2,110.00
13,Longlife Tofu,10,100.00
19,Aniseed Syrup,7,70.00
13,Mishi Kobe Niku,3,291.00
31,Northwoods Cranberry Sauce,60,2400.00
7,Tunnbröd,90,810.00
54,Jack's New England Clam Chowder,28,270.20
59,Vegie-spread,24,1053.60
22,Chang,48,912.00
44,Chai,18,324.00
24,Alice Mutton,6,234.00
42,Alice Mutton,20,780.00
37,Rogede sild,60,570.00
70,Ravioli Angelo,4,78.00
50,Wimmers gute Semmelknödel,25,831.25
19,Tarte au sucre,24,1183.20
55,Pavlova,2,34.90
76,Sir Rodney's Scones,35,350.00
19,Sir Rodney's Marmalade,2,162.00
68,Boston Crab Meat,10,184.00
21,Ravioli Angelo,50,975.00
3,Wimmers gute Semmelknödel,30,997.50
65,Scottish Longbreads,5,62.50
30,Chai,35,630.00
68,Uncle Bob's Organic Dried Pears,8,240.00
75,Carnarvon Tigers,20,1250.00
11,Tunnbröd,25,225.00
20,Gumbär Gummibärchen,20,624.60
42,Chocolade,40,510.00
74,Queso Manchego La Pastora,50,1900.00
7,Pavlova,60,1047.00
39,Chartreuse verte,20,360.00
36,Filo Mix,5,35.00
47,Gnocchi di nonna Alice,5,190.00
60,Chai,50,900.00
34,Northwoods Cranberry Sauce,60,2400.00
48,Carnarvon Tigers,70,4375.00
16,Geitost,14,35.00
58,Gumbär Gummibärchen,20,624.60
60,Perth Pasties,50,1640.00
42,Gnocchi di nonna Alice,10,380.00
29,Louisiana Fiery Hot Pepper Sauce,15,315.75
51,Scottish Longbreads,3,37.50
71,Lakkalikööri,2,36.00
41,Uncle Bob's Organic Dried Pears,16,480.00
45,Northwoods Cranberry Sauce,27,1080.00
30,Tofu,40,930.00
15,Tunnbröd,50,450.00
20,Steeleye Stout,28,504.00
56,Zaanse koeken,28,266.00
28,Alice Mutton,18,702.00
57,Carnarvon Tigers,6,375.00
51,Gustaf's Knäckebröd,48,1008.00
11,Zaanse koeken,3,28.50
44,Ravioli Angelo,24,468.00
46,Tourtière,10,74.50
70,Outback Lager,35,525.00
40,Uncle Bob's Organic Dried Pears,10,300.00
72,Queso Cabrales,1,21.00
42,Teatime Chocolate Biscuits,100,920.00
51,Sasquatch Ale,25,350.00
44,Perth Pasties,18,590.40
10,Gnocchi di nonna Alice,100,3800.00
69,Camembert Pierrot,40,1360.00
31,Röd Kaviar,55,825.00
39,Lakkalikööri,21,378.00
77,Chang,15,285.00
41,Pavlova,35,610.75
17,Sir Rodney's Scones,20,200.00
31,Gnocchi di nonna Alice,44,1672.00
61,Gudbrandsdalsost,7,252.00
11,Laughing Lumberjack Lager,15,210.00
54,Chef Anton's Gumbo Mix,18,384.30
7,NuNuCa Nuß-Nougat-Creme,20,280.00
